surface,label_1,uri_1,tool_1,label_2,uri_2,tool_2,id,dpa_id
"Oppositionsführer","Oppositionsführer",Q620110,txtwerk,Opposition,Q192852,dandelion,1013_1030,20090101:170409-99-07120/3
Bankrott,Bankrott,Q152074,txtwerk,Insolvenz,Q757382,dandelion,2141_2149,20090101:170409-99-07120/3
Ordnung,Ordnung,Q36602,txtwerk,"öffentliche Ordnung",Q294199,dandelion,2870_2877,20090101:170409-99-07120/3
"Oberste Gerichtshof","Oberstes Gericht",Q190752,textrazor,"Oberster Gerichtshof der Vereinigten Staaten",Q11201,dandelion,2406_2425,20090101:170409-99-07120/3
Euro,Euro,Q4916,textrazor,Europa,Q46,ambiverse,2193_2197,20090101:170409-99-07120/3
Bankrott,Bankrott,Q152074,textrazor,Insolvenz,Q757382,dandelion,2141_2149,20090101:170409-99-07120/3
"Oppositionsführer","Oppositionsführer",Q620110,textrazor,Opposition,Q192852,dandelion,1013_1030,20090101:170409-99-07120/3
"Oppositionsführer",Opposition,Q192852,txt_alt,"Oppositionsführer",Q620110,txtwerk,1013_1030,20090101:170409-99-07120/3
"Oppositionsführer",Opposition,Q192852,txt_alt,"Oppositionsführer",Q620110,textrazor,1013_1030,20090101:170409-99-07120/3
Bankrott,Bankrott,Q152074,txt_alt,Insolvenz,Q757382,dandelion,2141_2149,20090101:170409-99-07120/3
"Immunität","Immunität",Q182581,txt_alt,"Politische Immunität",Q753022,dandelion,2470_2479,20090101:170409-99-07120/3
"Immunität","Immunität",Q182581,txt_alt,"Politische Immunität",Q753022,textrazor,2470_2479,20090101:170409-99-07120/3
Deutschland,"Deutsches Reich 1933–1945",Q7318,dandelion,Deutschland,Q183,ambiverse,202_213,20090101:170409-99-07955/13
Deutschland,"Deutsches Kaiserreich",Q43287,dandelion,Deutschland,Q183,ambiverse,1627_1638,20090101:170409-99-07955/13
Deutschland,Deutschland,Q183,txtwerk,"Deutsches Reich 1933–1945",Q7318,dandelion,202_213,20090101:170409-99-07955/13
Deutschland,Deutschland,Q183,txtwerk,"Deutsches Kaiserreich",Q43287,dandelion,1627_1638,20090101:170409-99-07955/13
US-Regierung,"Vereinigte Staaten",Q30,textrazor,"Bundesregierung der Vereinigten Staaten",Q48525,ambiverse,2039_2051,20090101:170409-99-07955/13
US-Regierung,"Vereinigte Staaten",Q30,textrazor,"Bundesregierung der Vereinigten Staaten",Q48525,dandelion,2039_2051,20090101:170409-99-07955/13
US-Regierung,"Vereinigte Staaten",Q30,textrazor,"Bundesregierung der Vereinigten Staaten",Q48525,txtwerk,2039_2051,20090101:170409-99-07955/13
Deutschland,Deutschland,Q183,textrazor,"Deutsches Reich 1933–1945",Q7318,dandelion,202_213,20090101:170409-99-07955/13
Deutschland,Deutschland,Q183,textrazor,"Deutsches Kaiserreich",Q43287,dandelion,1627_1638,20090101:170409-99-07955/13
Deutschland,Deutschland,Q183,txt_alt,"Deutsches Reich 1933–1945",Q7318,dandelion,202_213,20090101:170409-99-07955/13
Steuerflucht,Steuerflucht,Q272051,txt_alt,Steuerflucht,Q1315524,dandelion,1324_1336,20090101:170409-99-07955/13
Steuerflucht,Steuerflucht,Q272051,txt_alt,Steuerflucht,Q1315524,txtwerk,1324_1336,20090101:170409-99-07955/13
Steuerflucht,Steuerflucht,Q272051,txt_alt,Steuerflucht,Q1315524,textrazor,1324_1336,20090101:170409-99-07955/13
Deutschland,Deutschland,Q183,txt_alt,"Deutsches Kaiserreich",Q43287,dandelion,1627_1638,20090101:170409-99-07955/13
Handelskrieg,Handelskrieg,Q692412,txt_alt,Handelskrieg,Q986676,dandelion,2016_2028,20090101:170409-99-07955/13
Handelskrieg,Handelskrieg,Q692412,txt_alt,Handelskrieg,Q986676,txtwerk,2016_2028,20090101:170409-99-07955/13
Handelskrieg,Handelskrieg,Q692412,txt_alt,Handelskrieg,Q986676,textrazor,2016_2028,20090101:170409-99-07955/13
Russen,Russland,Q159,dandelion,Russen,Q49542,ambiverse,1303_1309,20090101:170410-99-14435/2
Trebnitz,"Müncheberg",Q202498,dandelion,Trzebnica,Q717942,ambiverse,2374_2382,20090101:170410-99-14435/2
Russen,Russland,Q159,txtwerk,Russen,Q49542,ambiverse,1303_1309,20090101:170410-99-14435/2
Raumstation,"Internationale Raumstation",Q25271,txtwerk,Raumstation,Q25956,dandelion,1564_1575,20090101:170410-99-14435/2
USA,Amerikaner,Q846570,txtwerk,"Vereinigte Staaten",Q30,dandelion,1719_1722,20090101:170410-99-14435/2
"Mücken","Mücken",Q27605,txtwerk,"Stechmücken",Q7367,dandelion,2471_2477,20090101:170410-99-14435/2
"Mücken","Mücken",Q27605,txtwerk,"Stechmücken",Q7367,dandelion,2627_2633,20090101:170410-99-14435/2
"Mücken","Mücken",Q27605,txtwerk,"Stechmücken",Q7367,dandelion,2784_2790,20090101:170410-99-14435/2
Deutschland,Deutschland,Q183,txtwerk,"Deutsches Kaiserreich",Q43287,dandelion,2918_2929,20090101:170410-99-14435/2
Baikonur,"Kosmodrom Baikonur",Q177477,aylien,Baikonur,Q165413,ambiverse,1097_1105,20090101:170410-99-14435/2
Baikonur,"Kosmodrom Baikonur",Q177477,aylien,Baikonur,Q165413,dandelion,1097_1105,20090101:170410-99-14435/2
Baikonur,"Kosmodrom Baikonur",Q177477,aylien,Baikonur,Q165413,txtwerk,1097_1105,20090101:170410-99-14435/2
US-Amerikaner,"Vereinigte Staaten",Q30,textrazor,Amerikaner,Q846570,ambiverse,1380_1393,20090101:170410-99-14435/2
US-Amerikaner,"Vereinigte Staaten",Q30,textrazor,Amerikaner,Q846570,txtwerk,1380_1393,20090101:170410-99-14435/2
Trebnitz,Trzebnica,Q717942,textrazor,"Müncheberg",Q202498,dandelion,2374_2382,20090101:170410-99-14435/2
Raumstation,Raumstation,Q25956,textrazor,"Internationale Raumstation",Q25271,txtwerk,1186_1197,20090101:170410-99-14435/2
"Mücken","Mücken",Q27605,textrazor,"Stechmücken",Q7367,dandelion,2471_2477,20090101:170410-99-14435/2
"Mücken","Mücken",Q27605,textrazor,"Stechmücken",Q7367,dandelion,2784_2790,20090101:170410-99-14435/2
Deutschland,Deutschland,Q183,textrazor,"Deutsches Kaiserreich",Q43287,dandelion,2918_2929,20090101:170410-99-14435/2
Raumstation,Raumstation,Q25956,textrazor,"Internationale Raumstation",Q25271,txtwerk,1564_1575,20090101:170410-99-14435/2
"Mücken","Mücken",Q27605,textrazor,"Stechmücken",Q7367,dandelion,2627_2633,20090101:170410-99-14435/2
Baikonur,Baikonur,Q165413,textrazor,"Kosmodrom Baikonur",Q177477,aylien,1097_1105,20090101:170410-99-14435/2
USA,"Vereinigte Staaten",Q30,textrazor,Amerikaner,Q846570,txtwerk,1719_1722,20090101:170410-99-14435/2
Russen,Russland,Q159,textrazor,Russen,Q49542,ambiverse,1303_1309,20090101:170410-99-14435/2
Baikonur,Baikonur,Q165413,txt_alt,"Kosmodrom Baikonur",Q177477,aylien,1097_1105,20090101:170410-99-14435/2
Raumstation,Raumstation,Q25956,txt_alt,"Internationale Raumstation",Q25271,txtwerk,1186_1197,20090101:170410-99-14435/2
Raumstation,Raumstation,Q25956,txt_alt,"Internationale Raumstation",Q25271,txtwerk,1564_1575,20090101:170410-99-14435/2
Verhaltensforschung,Verhaltensforschung,Q7155,txt_alt,Verhaltensbiologie,Q3450906,dandelion,2278_2297,20090101:170410-99-14435/2
Verhaltensforschung,Verhaltensforschung,Q7155,txt_alt,Verhaltensbiologie,Q3450906,txtwerk,2278_2297,20090101:170410-99-14435/2
Verhaltensforschung,Verhaltensforschung,Q7155,txt_alt,Verhaltensbiologie,Q3450906,textrazor,2278_2297,20090101:170410-99-14435/2
Trebnitz,"Müncheberg",Q202498,txt_alt,Trzebnica,Q717942,ambiverse,2374_2382,20090101:170410-99-14435/2
Trebnitz,"Müncheberg",Q202498,txt_alt,Trzebnica,Q717942,textrazor,2374_2382,20090101:170410-99-14435/2
"Mücken","Stechmücken",Q7367,txt_alt,"Mücken",Q27605,txtwerk,2471_2477,20090101:170410-99-14435/2
"Mücken","Stechmücken",Q7367,txt_alt,"Mücken",Q27605,textrazor,2471_2477,20090101:170410-99-14435/2
"Mücken","Stechmücken",Q7367,txt_alt,"Mücken",Q27605,txtwerk,2627_2633,20090101:170410-99-14435/2
"Mücken","Stechmücken",Q7367,txt_alt,"Mücken",Q27605,textrazor,2627_2633,20090101:170410-99-14435/2
"Mücken","Stechmücken",Q7367,txt_alt,"Mücken",Q27605,txtwerk,2784_2790,20090101:170410-99-14435/2
"Mücken","Stechmücken",Q7367,txt_alt,"Mücken",Q27605,textrazor,2784_2790,20090101:170410-99-14435/2
Walsrode,Walsrode,Q481122,txt_alt,Walsrode,Q520369,ambiverse,2987_2995,20090101:170410-99-14435/2
Walsrode,Walsrode,Q481122,txt_alt,Walsrode,Q520369,txtwerk,2987_2995,20090101:170410-99-14435/2
Walsrode,Walsrode,Q481122,txt_alt,Walsrode,Q520369,textrazor,2987_2995,20090101:170410-99-14435/2
Liter,Deziliter,Q1826195,txtwerk,Liter,Q11582,dandelion,167_172,20090101:170410-99-14657/35
Feuerwehr,Feuerwehr,Q896544,txt_alt,Feuerwehr,Q6498663,dandelion,273_282,20090101:170410-99-14657/35
Feuerwehr,Feuerwehr,Q896544,txt_alt,Feuerwehr,Q6498663,txtwerk,273_282,20090101:170410-99-14657/35
Feuerwehr,Feuerwehr,Q896544,txt_alt,Feuerwehr,Q6498663,textrazor,273_282,20090101:170410-99-14657/35
Kinderheimen,Waisenhaus,Q1773200,txtwerk,Heimerziehung,Q160645,dandelion,894_906,20090101:170410-99-16671/8
Ludwigsburg,"Landkreis Ludwigsburg",Q8541,aylien,Ludwigsburg,Q622,ambiverse,125_136,20090101:170410-99-16671/8
Ludwigsburg,Ludwigsburg,Q622,textrazor,"Landkreis Ludwigsburg",Q8541,aylien,125_136,20090101:170410-99-16671/8
Kinderheimen,Heimerziehung,Q160645,textrazor,Waisenhaus,Q1773200,txtwerk,894_906,20090101:170410-99-16671/8
Euro,Euro,Q4916,dandelion,"Europäische Union",Q458,ambiverse,59_63,20090101:170410-99-22175/3
"Schweizer Grenze","Grenze zwischen Frankreich und der Schweiz",Q1991697,txtwerk,"Grenze zwischen Deutschland und der Schweiz",Q1991810,dandelion,929_945,20090101:170410-99-23074/2
Lokalkolorit,Lokalkolorit,Q5185614,txt_alt,Lokalkolorit,Q26929442,dandelion,765_777,20090101:170410-99-23074/2
Lokalkolorit,Lokalkolorit,Q5185614,txt_alt,Lokalkolorit,Q26929442,textrazor,765_777,20090101:170410-99-23074/2
China,China,Q29520,dandelion,"Volksrepublik China",Q148,ambiverse,55_60,20090101:170410-99-23264/2
China,China,Q29520,txtwerk,"Volksrepublik China",Q148,ambiverse,55_60,20090101:170410-99-23264/2
"Vereinigten Staaten",Amerikaner,Q846570,txtwerk,"Vereinigte Staaten",Q30,ambiverse,151_170,20090101:170410-99-23264/2
"Vereinigten Staaten",Amerikaner,Q846570,txtwerk,"Vereinigte Staaten",Q30,dandelion,151_170,20090101:170410-99-23264/2
China,"Volksrepublik China",Q148,aylien,China,Q29520,dandelion,55_60,20090101:170410-99-23264/2
China,"Volksrepublik China",Q148,aylien,China,Q29520,txtwerk,55_60,20090101:170410-99-23264/2
"Vereinigten Staaten","Vereinigte Staaten",Q30,textrazor,Amerikaner,Q846570,txtwerk,151_170,20090101:170410-99-23264/2
China,"Volksrepublik China",Q148,textrazor,China,Q29520,dandelion,55_60,20090101:170410-99-23264/2
China,"Volksrepublik China",Q148,textrazor,China,Q29520,txtwerk,55_60,20090101:170410-99-23264/2
China,"Volksrepublik China",Q148,txt_alt,China,Q29520,dandelion,55_60,20090101:170410-99-23264/2
China,"Volksrepublik China",Q148,txt_alt,China,Q29520,txtwerk,55_60,20090101:170410-99-23264/2
Russland,"Russische Fußballnationalmannschaft",Q726080,dandelion,Russland,Q159,ambiverse,354_362,20090101:170411-99-25592/1
Argentinien,"Argentinische Fußballnationalmannschaft",Q79800,dandelion,Argentinien,Q414,ambiverse,394_405,20090101:170411-99-25592/1
Russland,Russland,Q159,txtwerk,"Russische Fußballnationalmannschaft",Q726080,dandelion,354_362,20090101:170411-99-25592/1
Argentinien,"Argentinische Fußballnationalmannschaft",Q79800,txtwerk,Argentinien,Q414,ambiverse,394_405,20090101:170411-99-25592/1
Russland,Russland,Q159,textrazor,"Russische Fußballnationalmannschaft",Q726080,dandelion,354_362,20090101:170411-99-25592/1
Argentinien,Argentinien,Q414,textrazor,"Argentinische Fußballnationalmannschaft",Q79800,dandelion,394_405,20090101:170411-99-25592/1
Argentinien,Argentinien,Q414,textrazor,"Argentinische Fußballnationalmannschaft",Q79800,txtwerk,394_405,20090101:170411-99-25592/1
Russland,Russland,Q159,txt_alt,"Russische Fußballnationalmannschaft",Q726080,dandelion,354_362,20090101:170411-99-25592/1
Argentinien,Argentinien,Q414,txt_alt,"Argentinische Fußballnationalmannschaft",Q79800,dandelion,394_405,20090101:170411-99-25592/1
Argentinien,Argentinien,Q414,txt_alt,"Argentinische Fußballnationalmannschaft",Q79800,txtwerk,394_405,20090101:170411-99-25592/1
WM,WM,Q246803,txt_alt,"Fußball-Weltmeisterschaft",Q19317,dandelion,432_434,20090101:170411-99-25592/1
Feuerwehr,Feuerwehr,Q896544,txt_alt,Feuerwehr,Q6498663,dandelion,305_314,20090101:170411-99-31505/2
Feuerwehr,Feuerwehr,Q896544,txt_alt,Feuerwehr,Q6498663,txtwerk,305_314,20090101:170411-99-31505/2
Feuerwehr,Feuerwehr,Q896544,txt_alt,Feuerwehr,Q6498663,textrazor,305_314,20090101:170411-99-31505/2
Jahrhunderthalle,Jahrhunderthalle,Q155743,txt_alt,Jahrhunderthalle,Q884486,dandelion,515_531,20090101:170411-99-31505/2
Jahrhunderthalle,Jahrhunderthalle,Q155743,txt_alt,Jahrhunderthalle,Q884486,textrazor,515_531,20090101:170411-99-31505/2
Kamerun,Kamerun,Q668294,aylien,Kamerun,Q1009,ambiverse,37_44,20090101:170411-99-33049/2
Kamerun,Kamerun,Q668294,aylien,Kamerun,Q1009,dandelion,37_44,20090101:170411-99-33049/2
Kamerun,Kamerun,Q668294,aylien,Kamerun,Q1009,txtwerk,37_44,20090101:170411-99-33049/2
Kamerun,Kamerun,Q1009,textrazor,Kamerun,Q668294,aylien,37_44,20090101:170411-99-33049/2
Kamerun,Kamerun,Q1009,txt_alt,Kamerun,Q668294,aylien,37_44,20090101:170411-99-33049/2
Reizgas,Reizgas,Q1707003,txtwerk,Reizstoff,Q190512,dandelion,59_66,20090101:170411-99-33772/5
Stickstoffdioxid,Stickstoffdioxid,Q207895,txtwerk,Stickoxide,Q424418,dandelion,67_83,20090101:170411-99-33772/5
Stickstoffdioxid,Stickstoffdioxid,Q207895,txtwerk,Stickoxide,Q424418,dandelion,654_670,20090101:170411-99-33772/5
Stickstoffdioxid,Stickstoffdioxid,Q207895,textrazor,Stickoxide,Q424418,dandelion,67_83,20090101:170411-99-33772/5
Stickstoffdioxid,Stickstoffdioxid,Q207895,textrazor,Stickoxide,Q424418,dandelion,654_670,20090101:170411-99-33772/5
Reizgas,Reizstoff,Q190512,textrazor,Reizgas,Q1707003,txtwerk,59_66,20090101:170411-99-33772/5
Reizgas,Reizstoff,Q190512,txt_alt,Reizgas,Q1707003,txtwerk,59_66,20090101:170411-99-33772/5
Stickstoffdioxid,Stickstoffdioxid,Q207895,txt_alt,Stickoxide,Q424418,dandelion,67_83,20090101:170411-99-33772/5
Stickstoffdioxid,Stickstoffdioxid,Q207895,txt_alt,Stickoxide,Q424418,dandelion,654_670,20090101:170411-99-33772/5
"Prävention","Prävention",Q1259988,txt_alt,"Krankheitsprävention",Q1773974,dandelion,776_786,20090101:170411-99-33772/5
USA,Amerikaner,Q846570,txtwerk,"Vereinigte Staaten",Q30,ambiverse,461_464,20090101:170411-99-37260/2
USA,Amerikaner,Q846570,txtwerk,"Vereinigte Staaten",Q30,dandelion,461_464,20090101:170411-99-37260/2
"Vereinigten Staaten",Amerikaner,Q846570,txtwerk,"Vereinigte Staaten",Q30,ambiverse,609_628,20090101:170411-99-37260/2
"Vereinigten Staaten",Amerikaner,Q846570,txtwerk,"Vereinigte Staaten",Q30,dandelion,609_628,20090101:170411-99-37260/2
USA,"Vereinigte Staaten",Q30,aylien,Amerikaner,Q846570,txtwerk,461_464,20090101:170411-99-37260/2
"Vereinigten Staaten","Vereinigte Staaten",Q30,textrazor,Amerikaner,Q846570,txtwerk,609_628,20090101:170411-99-37260/2
USA,"Vereinigte Staaten",Q30,textrazor,Amerikaner,Q846570,txtwerk,461_464,20090101:170411-99-37260/2
Goldpreis,Goldpreis,Q283635,txt_alt,Goldpreis,Q2701680,txtwerk,99_108,20090101:170411-99-37260/2
Goldpreis,Goldpreis,Q283635,txt_alt,Goldpreis,Q2701680,textrazor,99_108,20090101:170411-99-37260/2
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,ambiverse,461_464,20090101:170411-99-37260/2
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,dandelion,461_464,20090101:170411-99-37260/2
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,Amerikaner,Q846570,txtwerk,461_464,20090101:170411-99-37260/2
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,aylien,461_464,20090101:170411-99-37260/2
USA,"Fußball-Weltmeisterschaft 1994",Q101751,txt_alt,"Vereinigte Staaten",Q30,textrazor,461_464,20090101:170411-99-37260/2
Ferrari,Ferrari,Q27586,dandelion,"Ermanno Wolf-Ferrari",Q57275,ambiverse,612_619,20090101:170411-99-37760/6
Ferrari,"Scuderia Ferrari",Q169898,txtwerk,"Ermanno Wolf-Ferrari",Q57275,ambiverse,612_619,20090101:170411-99-37760/6
Ferrari,"Scuderia Ferrari",Q169898,txtwerk,Ferrari,Q27586,dandelion,612_619,20090101:170411-99-37760/6
Ferrari,Ferrari,Q27586,aylien,"Ermanno Wolf-Ferrari",Q57275,ambiverse,612_619,20090101:170411-99-37760/6
Ferrari,Ferrari,Q27586,aylien,"Scuderia Ferrari",Q169898,txtwerk,612_619,20090101:170411-99-37760/6
Bremen,"Freie Hansestadt Bremen",Q1209,txt_alt,Bremen,Q24879,ambiverse,152_158,20090101:170411-99-37760/6
Bremen,"Freie Hansestadt Bremen",Q1209,txt_alt,Bremen,Q24879,dandelion,152_158,20090101:170411-99-37760/6
Bremen,"Freie Hansestadt Bremen",Q1209,txt_alt,Bremen,Q24879,txtwerk,152_158,20090101:170411-99-37760/6
Bremen,"Freie Hansestadt Bremen",Q1209,txt_alt,Bremen,Q24879,aylien,152_158,20090101:170411-99-37760/6
Bremen,"Freie Hansestadt Bremen",Q1209,txt_alt,Bremen,Q24879,textrazor,152_158,20090101:170411-99-37760/6
Bremen,"Freie Hansestadt Bremen",Q1209,txt_alt,Bremen,Q24879,ambiverse,314_320,20090101:170411-99-37760/6
Bremen,"Freie Hansestadt Bremen",Q1209,txt_alt,Bremen,Q24879,dandelion,314_320,20090101:170411-99-37760/6
Bremen,"Freie Hansestadt Bremen",Q1209,txt_alt,Bremen,Q24879,txtwerk,314_320,20090101:170411-99-37760/6
Bremen,"Freie Hansestadt Bremen",Q1209,txt_alt,Bremen,Q24879,textrazor,314_320,20090101:170411-99-37760/6
Ferrari,Ferrari,Q27586,txt_alt,"Ermanno Wolf-Ferrari",Q57275,ambiverse,612_619,20090101:170411-99-37760/6
Ferrari,Ferrari,Q27586,txt_alt,"Scuderia Ferrari",Q169898,txtwerk,612_619,20090101:170411-99-37760/6
"Net Asset Value",Substanzwert,Q1640570,textrazor,Inventarwert,Q1671701,txtwerk,2369_2384,20090101:170411-99-38298/1
Frankfurt/Main,"Frankfurt am Main",Q1794,textrazor,"Flughafen Frankfurt am Main",Q46033,ambiverse,0_14,20090101:170411-99-38298/1
"Net Asset Value",Inventarwert,Q1671701,txt_alt,Substanzwert,Q1640570,textrazor,2369_2384,20090101:170411-99-38298/1
Dortmund,"Reichsstadt Dortmund",Q2055974,txtwerk,Dortmund,Q1295,ambiverse,1352_1360,20090101:170411-99-39961/3
Scratch,Scratch,Q1567867,txtwerk,OPAP,Q2007823,ambiverse,3017_3024,20090101:170411-99-39961/3
"Charlotte Hornets","New Orleans Pelicans",Q172339,txtwerk,"Charlotte Bobcats",Q163480,ambiverse,3455_3472,20090101:170411-99-39961/3
Eishockey,Eishockey,Q41466,txtwerk,"Eishockey bei den Olympischen Spielen",Q114581,ambiverse,3693_3702,20090101:170411-99-39961/3
Eishockey,Eishockey,Q41466,txtwerk,"Eishockey bei den Olympischen Spielen",Q114581,ambiverse,3835_3844,20090101:170411-99-39961/3
"Köln","Reichsstadt Köln",Q3972878,txtwerk,"Köln",Q365,ambiverse,3898_3902,20090101:170411-99-39961/3
Lyon,Lyon,Q456,txtwerk,"Olympique Lyon",Q704,ambiverse,4387_4391,20090101:170411-99-39961/3
Eishockey,Eishockey,Q41466,txtwerk,"Eishockey bei den Olympischen Spielen",Q114581,ambiverse,5117_5126,20090101:170411-99-39961/3
Dortmund,Dortmund,Q1295,aylien,"Reichsstadt Dortmund",Q2055974,txtwerk,1000_1008,20090101:170411-99-39961/3
"Köln","Köln",Q365,aylien,"Reichsstadt Köln",Q3972878,txtwerk,3898_3902,20090101:170411-99-39961/3
Eishockey,Eishockey,Q41466,textrazor,"Eishockey bei den Olympischen Spielen",Q114581,ambiverse,3835_3844,20090101:170411-99-39961/3
Eishockey,Eishockey,Q41466,textrazor,"Eishockey bei den Olympischen Spielen",Q114581,ambiverse,3693_3702,20090101:170411-99-39961/3
"Köln","Köln",Q365,textrazor,"Reichsstadt Köln",Q3972878,txtwerk,3898_3902,20090101:170411-99-39961/3
Eishockey-Weltmeisterschaft,Eishockey-Weltmeisterschaft,Q190163,textrazor,"Eishockey-Weltmeisterschaft der Frauen",Q1639160,txtwerk,3867_3894,20090101:170411-99-39961/3
Dortmund,"Borussia Dortmund",Q41420,textrazor,Dortmund,Q1295,ambiverse,1352_1360,20090101:170411-99-39961/3
Dortmund,"Borussia Dortmund",Q41420,textrazor,"Reichsstadt Dortmund",Q2055974,txtwerk,1352_1360,20090101:170411-99-39961/3
Dortmund,"Borussia Dortmund",Q41420,textrazor,"Reichsstadt Dortmund",Q2055974,txtwerk,1000_1008,20090101:170411-99-39961/3
Dortmund,"Borussia Dortmund",Q41420,textrazor,Dortmund,Q1295,aylien,1000_1008,20090101:170411-99-39961/3
Lyon,Lyon,Q456,textrazor,"Olympique Lyon",Q704,ambiverse,4387_4391,20090101:170411-99-39961/3
